"","reference_date","location","relative_horizon","wis.x","wis.y","abbreviation","location_name","population","diff","diff_pop"
"1",2021-07-10,"01",1,4.86652173913044,4.47444359508696,"AL","Alabama",4903185,0.392078144043479,0.00799639711827066
"2",2021-07-10,"01",2,5.06826086956522,6.40671322443478,"AL","Alabama",4903185,-1.33845235486956,-0.0272976107340344
"3",2021-07-10,"01",3,7.45260869565217,5.6877139553913,"AL","Alabama",4903185,1.76489474026087,0.0359948633441502
"4",2021-07-10,"01",4,23.4134782608696,9.54424323826087,"AL","Alabama",4903185,13.8692350226087,0.282861752567131
"5",2021-07-10,"02",1,0.500434782608696,0.171886516521739,"AK","Alaska",731545,0.328548266086956,0.0449115592461101
"6",2021-07-10,"02",2,0.692173913043478,0.867023447397826,"AK","Alaska",731545,-0.174849534354348,-0.0239014051568048
"7",2021-07-10,"02",3,1.39608695652174,3.54835668951478,"AK","Alaska",731545,-2.15226973299304,-0.294208795493516
"8",2021-07-10,"02",4,3.71304347826087,7.91732126923304,"AK","Alaska",731545,-4.20427779097217,-0.574712121738536
"9",2021-07-10,"04",1,7.4095652173913,8.24290932473913,"AZ","Arizona",7278717,-0.833344107347824,-0.0114490521797705
"10",2021-07-10,"04",2,7.66217391304348,9.20615196521739,"AZ","Arizona",7278717,-1.54397805217391,-0.021212228091488
"11",2021-07-10,"04",3,10.5504347826087,23.1065393753913,"AZ","Arizona",7278717,-12.5561045927826,-0.172504365711465
"12",2021-07-10,"04",4,43.3091304347826,79.2549470168261,"AZ","Arizona",7278717,-35.9458165820435,-0.493848250756877
"13",2021-07-10,"05",1,5.28478260869565,19.0385402334783,"AR","Arkansas",3017804,-13.7537576247826,-0.455753840368116
"14",2021-07-10,"05",2,11.0839130434783,16.9525109521739,"AR","Arkansas",3017804,-5.86859790869565,-0.194465840349328
"15",2021-07-10,"05",3,35.4008695652174,7.15039644526087,"AR","Arkansas",3017804,28.2504731199565,0.936126836598948
"16",2021-07-10,"05",4,83.08,29.3525894046956,"AR","Arkansas",3017804,53.7274105953044,1.78034791508343
"17",2021-07-10,"06",1,16.3317391304348,33.5989324108696,"CA","California",39512223,-17.2671932804348,-0.0437008904318919
"18",2021-07-10,"06",2,57.2708695652174,122.32763515,"CA","California",39512223,-65.0567655847827,-0.164649722656158
"19",2021-07-10,"06",3,42.8495652173913,160.952768733478,"CA","California",39512223,-118.103203516087,-0.298902958499923
"20",2021-07-10,"06",4,48.3126086956522,179.263948605652,"CA","California",39512223,-130.95133991,-0.331419823961816
"21",2021-07-10,"08",1,3.16869565217391,11.1630881132609,"CO","Colorado",5758736,-7.99439246108696,-0.138821999499316
"22",2021-07-10,"08",2,4.8695652173913,17.61577988,"CO","Colorado",5758736,-12.7462146626087,-0.221337020183052
"23",2021-07-10,"08",3,9.74652173913043,34.2968888221304,"CO","Colorado",5758736,-24.550367083,-0.426315203249463
"24",2021-07-10,"08",4,14.1160869565217,44.1995954067304,"CO","Colorado",5758736,-30.0835084502087,-0.522397770104563
"25",2021-07-10,"09",1,0.870869565217391,1.42567727356565,"CT","Connecticut",3565287,-0.554807708348261,-0.0155613757980286
"26",2021-07-10,"09",2,0.992173913043478,1.29835746980217,"CT","Connecticut",3565287,-0.306183556758695,-0.0085879076988387
"27",2021-07-10,"09",3,2.1204347826087,3.3510964007487,"CT","Connecticut",3565287,-1.23066161814,-0.034517883641345
"28",2021-07-10,"09",4,1.01260869565217,0.332891361913044,"CT","Connecticut",3565287,0.67971733373913,0.0190648700578419
"29",2021-07-10,"10",1,0.668260869565217,1.71961124734291,"DE","Delaware",973764,-1.0513503777777,-0.10796767777179
"30",2021-07-10,"10",2,0.806521739130435,0.555478296349739,"DE","Delaware",973764,0.251043442780696,0.0257807274432712
"31",2021-07-10,"10",3,129.225217391304,134.48970626386,"DE","Delaware",973764,-5.26448887255609,-0.54063293288272
"32",2021-07-10,"10",4,0.928260869565217,1.45420912194652,"DE","Delaware",973764,-0.525948252381304,-0.0540118809466466
"33",2021-07-10,"12",1,19.1882608695652,17.6377456932609,"FL","Florida",21477737,1.55051517630435,0.00721917386503219
"34",2021-07-10,"12",2,42.1930434782609,21.7613251952174,"FL","Florida",21477737,20.4317182830435,0.0951297535817832
"35",2021-07-10,"12",3,122.185217391304,78.0057278591304,"FL","Florida",21477737,44.1794895321739,0.205698996743344
"36",2021-07-10,"12",4,309.845652173913,167.758669313913,"FL","Florida",21477737,142.08698286,0.661554719940932
"37",2021-07-10,"13",1,10.7595652173913,5.85672081795652,"GA","Georgia",10617423,4.90284439943478,0.0461773483022649
"38",2021-07-10,"13",2,7.08434782608696,10.0214189408696,"GA","Georgia",10617423,-2.93707111478261,-0.0276627493769685
"39",2021-07-10,"13",3,9.19086956521739,5.70037235139131,"GA","Georgia",10617423,3.49049721382609,0.0328751827428001
"40",2021-07-10,"13",4,42.4865217391304,34.2435534911304,"GA","Georgia",10617423,8.242968248,0.0776362423160497
"41",2021-07-10,"15",1,0.606521739130435,0.34522849203913,"HI","Hawaii",1415872,0.261293247091304,0.0184545811409015
"42",2021-07-10,"15",2,0.724782608695652,2.30043027442043,"HI","Hawaii",1415872,-1.57564766572478,-0.111284612290149
"43",2021-07-10,"15",3,4.22347826086956,8.39280871175348,"HI","Hawaii",1415872,-4.16933045088391,-0.294470859716409
"44",2021-07-10,"15",4,0.996956521739131,3.05336286256,"HI","Hawaii",1415872,-2.05640634082087,-0.14523956549892
"45",2021-07-10,"16",1,1.14869565217391,0.595942161869565,"ID","Idaho",1787065,0.552753490304348,0.030930799400377
