"","reference_date","location","relative_horizon","wis.x","wis.y","abbreviation","location_name","population","diff","diff_pop"
"1",2021-07-10,"01",1,4.86652173913044,3.92626086956522,"AL","Alabama",4903185,0.940260869565218,0.019176532591881
"2",2021-07-10,"01",2,5.06826086956522,2.79547826086957,"AL","Alabama",4903185,2.27278260869565,0.0463531889719774
"3",2021-07-10,"01",3,7.45260869565217,3.7615652173913,"AL","Alabama",4903185,3.69104347826087,0.0752784869072015
"4",2021-07-10,"01",4,23.4134782608696,25.7093913043478,"AL","Alabama",4903185,-2.29591304347827,-0.0468249320284319
"5",2021-07-10,"02",1,0.500434782608696,0.474782608695652,"AK","Alaska",731545,0.0256521739130435,0.00350657497666493
"6",2021-07-10,"02",2,0.692173913043478,0.493739130434783,"AK","Alaska",731545,0.198434782608696,0.0271254376160996
"7",2021-07-10,"02",3,1.39608695652174,0.972260869565217,"AK","Alaska",731545,0.423826086956522,0.0579357506314064
"8",2021-07-10,"02",4,3.71304347826087,2.91139130434783,"AK","Alaska",731545,0.801652173913042,0.109583439694488
"9",2021-07-10,"04",1,7.4095652173913,5.80295652173913,"AZ","Arizona",7278717,1.60660869565217,0.0220726907730054
"10",2021-07-10,"04",2,7.66217391304348,4.43173913043478,"AZ","Arizona",7278717,3.2304347826087,0.0443819258615041
"11",2021-07-10,"04",3,10.5504347826087,5.80182608695652,"AZ","Arizona",7278717,4.74860869565218,0.065239639014021
"12",2021-07-10,"04",4,43.3091304347826,27.8192173913043,"AZ","Arizona",7278717,15.4899130434783,0.212811035838847
"13",2021-07-10,"05",1,5.28478260869565,3.82426086956522,"AR","Arkansas",3017804,1.46052173913044,0.0483968388646325
"14",2021-07-10,"05",2,11.0839130434783,14.5027826086957,"AR","Arkansas",3017804,-3.4188695652174,-0.113289980569228
"15",2021-07-10,"05",3,35.4008695652174,13.6719130434783,"AR","Arkansas",3017804,21.7289565217391,0.720025439748212
"16",2021-07-10,"05",4,83.08,45.593652173913,"AR","Arkansas",3017804,37.486347826087,1.24217304457436
"17",2021-07-10,"06",1,16.3317391304348,14.7512173913043,"CA","California",39512223,1.58052173913043,0.00400008306070361
"18",2021-07-10,"06",2,57.2708695652174,86.4686956521739,"CA","California",39512223,-29.1978260869565,-0.073895680551703
"19",2021-07-10,"06",3,42.8495652173913,61.9837391304348,"CA","California",39512223,-19.1341739130435,-0.0484259615386446
"20",2021-07-10,"06",4,48.3126086956522,39.6880869565217,"CA","California",39512223,8.62452173913044,0.0218274778898936
"21",2021-07-10,"08",1,3.16869565217391,3.96721739130435,"CO","Colorado",5758736,-0.798521739130435,-0.0138662675130521
"22",2021-07-10,"08",2,4.8695652173913,7.05069565217391,"CO","Colorado",5758736,-2.18113043478261,-0.0378751593193821
"23",2021-07-10,"08",3,9.74652173913043,15.2707826086957,"CO","Colorado",5758736,-5.52426086956522,-0.0959283577084488
"24",2021-07-10,"08",4,14.1160869565217,27.4306086956522,"CO","Colorado",5758736,-13.3145217391304,-0.231205628094957
"25",2021-07-10,"09",1,0.870869565217391,0.192695652173913,"CT","Connecticut",3565287,0.678173913043478,0.0190215798347644
"26",2021-07-10,"09",2,0.992173913043478,1.20939130434783,"CT","Connecticut",3565287,-0.217217391304348,-0.00609256397323267
"27",2021-07-10,"09",3,2.1204347826087,3.27965217391304,"CT","Connecticut",3565287,-1.15921739130435,-0.0325139993303302
"28",2021-07-10,"09",4,1.01260869565217,0.192695652173913,"CT","Connecticut",3565287,0.819913043478261,0.0229971119710211
"29",2021-07-10,"10",1,0.668260869565217,0.24295652173913,"DE","Delaware",973764,0.425304347826087,0.0436763268950266
"30",2021-07-10,"10",2,0.806521739130435,0.146695652173913,"DE","Delaware",973764,0.659826086956522,0.0677603697565859
"31",2021-07-10,"10",3,129.225217391304,132.790347826087,"DE","Delaware",973764,-3.56513043478262,-0.366118529210632
"32",2021-07-10,"10",4,0.928260869565217,0.444173913043478,"DE","Delaware",973764,0.484086956521739,0.0497129650019655
"33",2021-07-10,"12",1,19.1882608695652,12.8244347826087,"FL","Florida",21477737,6.36382608695652,0.0296298724905539
"34",2021-07-10,"12",2,42.1930434782609,23.7740869565217,"FL","Florida",21477737,18.4189565217391,0.085758367009239
"35",2021-07-10,"12",3,122.185217391304,100.696782608696,"FL","Florida",21477737,21.4884347826087,0.100049808704747
"36",2021-07-10,"12",4,309.845652173913,292.601130434783,"FL","Florida",21477737,17.2445217391304,0.0802902174429757
"37",2021-07-10,"13",1,10.7595652173913,9.71765217391304,"GA","Georgia",10617423,1.04191304347826,0.00981323851821916
"38",2021-07-10,"13",2,7.08434782608696,3.63304347826087,"GA","Georgia",10617423,3.45130434782609,0.0325060454672107
"39",2021-07-10,"13",3,9.19086956521739,5.59426086956522,"GA","Georgia",10617423,3.59660869565217,0.0338745917502973
"40",2021-07-10,"13",4,42.4865217391304,44.7575652173913,"GA","Georgia",10617423,-2.27104347826088,-0.0213897805358313
"41",2021-07-10,"15",1,0.606521739130435,0.791652173913043,"HI","Hawaii",1415872,-0.185130434782609,-0.0130753652012759
"42",2021-07-10,"15",2,0.724782608695652,0.341739130434783,"HI","Hawaii",1415872,0.38304347826087,0.027053538615134
"43",2021-07-10,"15",3,4.22347826086956,4.25886956521739,"HI","Hawaii",1415872,-0.0353913043478276,-0.00249961185388422
"44",2021-07-10,"15",4,0.996956521739131,0.840434782608696,"HI","Hawaii",1415872,0.156521739130435,0.0110547944397823
"45",2021-07-10,"16",1,1.14869565217391,0.938173913043478,"ID","Idaho",1787065,0.210521739130435,0.0117803067672656
