"","reference_date","location","relative_horizon","wis.x","wis.y","abbreviation","location_name","population","diff","diff_pop"
"1",2021-07-10,"01",1,4.47444359508696,7.59264524513254,"AL","Alabama",4903185,-3.11820165004558,-0.0635954313379076
"2",2021-07-10,"01",2,6.40671322443478,1.11453634520096,"AL","Alabama",4903185,5.29217687923382,0.107933453035809
"3",2021-07-10,"01",3,5.6877139553913,1.96213700294178,"AL","Alabama",4903185,3.72557695244952,0.075982793887025
"4",2021-07-10,"01",4,9.54424323826087,15.9200456122915,"AL","Alabama",4903185,-6.37580237403067,-0.130033893765597
"5",2021-07-10,"01",5,17.395039739,46.8200279585014,"AL","Alabama",4903185,-29.4249882195014,-0.600119885737565
"6",2021-07-10,"02",1,0.171886516521739,0.586057871098331,"AK","Alaska",731545,-0.414171354576592,-0.0566159777698695
"7",2021-07-10,"02",2,0.867023447397826,0.122515412804289,"AK","Alaska",731545,0.744508034593538,0.101772007818184
"8",2021-07-10,"02",3,3.54835668951478,1.76372923664155,"AK","Alaska",731545,1.78462745287323,0.243953202178025
"9",2021-07-10,"02",4,7.91732126923304,3.52725092366858,"AK","Alaska",731545,4.39007034556446,0.600109404830114
"10",2021-07-10,"02",5,4.1200279766213,0.801393313279819,"AK","Alaska",731545,3.31863466334149,0.453647371431899
"11",2021-07-10,"04",1,8.24290932473913,3.28523856812678,"AZ","Arizona",7278717,4.95767075661235,0.068111876813075
"12",2021-07-10,"04",2,9.20615196521739,1.21395330135426,"AZ","Arizona",7278717,7.99219866386313,0.10980229982651
"13",2021-07-10,"04",3,23.1065393753913,1.26601907302396,"AZ","Arizona",7278717,21.8405203023673,0.300060028468854
"14",2021-07-10,"04",4,79.2549470168261,44.7736542527344,"AZ","Arizona",7278717,34.4812927640917,0.473727619360551
"15",2021-07-10,"04",5,33.551364034087,2.56701627386774,"AZ","Arizona",7278717,30.9843477602192,0.425684193522282
"16",2021-07-10,"05",1,19.0385402334783,11.6959181791027,"AR","Arkansas",3017804,7.3426220543756,0.243310104114634
"17",2021-07-10,"05",2,16.9525109521739,19.7756553052976,"AR","Arkansas",3017804,-2.82314435312374,-0.0935496259241401
"18",2021-07-10,"05",3,7.15039644526087,54.1988534627176,"AR","Arkansas",3017804,-47.0484570174567,-1.55902957970288
"19",2021-07-10,"05",4,29.3525894046956,105.91339311117,"AR","Arkansas",3017804,-76.5608037064744,-2.53697071468109
"20",2021-07-10,"05",5,22.8491384013913,107.942653055464,"AR","Arkansas",3017804,-85.0935146540722,-2.81971641147246
"21",2021-07-10,"06",1,33.5989324108696,13.1616856909633,"CA","California",39512223,20.4372467199063,0.0517238595254594
"22",2021-07-10,"06",2,122.32763515,84.6379502289903,"CA","California",39512223,37.6896849210097,0.0953874068816876
"23",2021-07-10,"06",3,160.952768733478,95.2734870289535,"CA","California",39512223,65.6792817045248,0.166225225304394
"24",2021-07-10,"06",4,179.263948605652,34.3209223962443,"CA","California",39512223,144.943026209408,0.366830856895619
"25",2021-07-10,"06",5,953.696403486956,482.803529432036,"CA","California",39512223,470.892874054921,1.19176507496154
"26",2021-07-10,"08",1,11.1630881132609,4.38962239760846,"CO","Colorado",5758736,6.77346571565241,0.117620702106372
"27",2021-07-10,"08",2,17.61577988,7.94732244383155,"CO","Colorado",5758736,9.66845743616845,0.167892006790526
"28",2021-07-10,"08",3,34.2968888221304,16.2149896886689,"CO","Colorado",5758736,18.0818991334616,0.313990763484584
"29",2021-07-10,"08",4,44.1995954067304,23.2456944767798,"CO","Colorado",5758736,20.9539009299506,0.363862849937046
"30",2021-07-10,"08",5,62.7854626564652,42.1374842147321,"CO","Colorado",5758736,20.6479784417331,0.358550529868587
"31",2021-07-10,"09",1,1.42567727356565,0.0734721239460837,"CT","Connecticut",3565287,1.35220514961957,0.0379269649152949
"32",2021-07-10,"09",2,1.29835746980217,0.712890287571498,"CT","Connecticut",3565287,0.585467182230676,0.0164213198609446
"33",2021-07-10,"09",3,3.3510964007487,3.49835519932227,"CT","Connecticut",3565287,-0.147258798573573,-0.00413034907354087
"34",2021-07-10,"09",4,0.332891361913044,0.720981707184586,"CT","Connecticut",3565287,-0.388090345271543,-0.0108852483761207
"35",2021-07-10,"09",5,5.13062860593478,7.6527664574683,"CT","Connecticut",3565287,-2.52213785153352,-0.0707415097728041
"36",2021-07-10,"10",1,1.71961124734291,0.0333107979013687,"DE","Delaware",973764,1.68630044944154,0.173173422866479
"37",2021-07-10,"10",2,0.555478296349739,0.0352889754415855,"DE","Delaware",973764,0.520189320908154,0.0534204715832741
"38",2021-07-10,"10",3,134.48970626386,132.734492159839,"DE","Delaware",973764,1.75521410402177,0.180250461510363
"39",2021-07-10,"10",4,1.45420912194652,0.0447341783188861,"DE","Delaware",973764,1.40947494362764,0.144745024834317
"40",2021-07-10,"10",5,2.40560924574043,0.71657134279028,"DE","Delaware",973764,1.68903790295015,0.173454543703624
"41",2021-07-10,"12",1,17.6377456932609,24.5512789715008,"FL","Florida",21477737,-6.91353327823992,-0.0321893003822513
"42",2021-07-10,"12",2,21.7613251952174,61.945870570922,"FL","Florida",21477737,-40.1845453757046,-0.187098600637975
"43",2021-07-10,"12",3,78.0057278591304,93.876653192775,"FL","Florida",21477737,-15.8709253336446,-0.0738947745455893
"44",2021-07-10,"12",4,167.758669313913,156.231567602404,"FL","Florida",21477737,11.5271017115089,0.0536700012273588
"45",2021-07-10,"12",5,406.072620150435,202.595056475614,"FL","Florida",21477737,203.477563674821,0.947388282456485
